"numericalId","key","startTime","endTime","duration","type","CodPanelista","DEVICE","SEXO","EDAD","EDADR","NSE","ZONA","B1","B2","B2#98#value","B3","B3#98#value","C1","C2","C3_1","C3_2","C3_3","C3_4","C3_5","C3_6","C3_7","C3_8","C3_9","C3_10","C3_11","C3_12","C3_13","C3_14","C3_15","C3_16","C5a","C5b","C5b#98#value","A1","A2#1","A2#2","A2#3","A2#4","O1_1","O1_2","O1_3","O1_4","O1_5","O1_6","O1_7","O1_8","O1_9","O1_10","O2_1","O2_2","O2_3","O2_4","O2_5","O2_6","O2_7","O2_8","O2_9","O2_10","O2_11","O2_12","O2_13","O2_14","O3_1","O3_2","O3_3","O3_4","O3_5","O3_6","O3_7","O3_8","O3_9","O3_10","O4_1","O4_2","O4_3","O4_4","O4_5","O4_6","O4_7","O4_8","O4_9","O4_10","O4_11","O4_12","O5","E2","E3","E4","S5#1","S5#2","S5#3","S5#4","S5#5","S5#6","S5#7","S5#8","S5#9","S5#10","S5#11","S5#12","S5#13","S5#14","S5#15","S5#16","S5#17","S5#18","S5#99","T6#1","T6#2","T6#5","T6#6","T6#7","T6#8","T6#9","T6#11","T6#12","T6#14","T6#15","T6#99","M4","M5","M6","M6b_T","M6b_T#1#value","M7","M8","M9","M10","M11_1","M11_2","M11_3","M11_4","M11_5","M11_6","M11_7","M11_8","M12_1","M12_2","M12_3","M12_4","M12_5","M12_6","M13#1","M13#2","M13#3","M13#4","M13#5","M13#6","M13#7","M13#99","M14","M15","M16_1","M16_2","M16_3","M16_4","M16_5","M16_6","M16_7","M16_8","M16_9","M16R_1","M16R_2","M17","M18_1","M18_2","M18_3","M18_4","M18_5","M18_6","M18_7","M18_8","NSE_RECOD","C3_1_RECOD","C3_2_RECOD","C3_3_RECOD","C3_4_RECOD","C3_5_RECOD","C3_6_RECOD","C3_7_RECOD","C3_8_RECOD","C3_9_RECOD","C3_10_RECOD","C3_11_RECOD","C3_12_RECOD","C3_13_RECOD","C3_14_RECOD","C3_15_REOD","C3_16_RECOD","O4_1_RECOD","O4_2_RECOD","O4_3_RECOD","O4_4_RECOD","O4_5_RECOD","O4_6_RECOD","O4_7_RECOD","O4_8_RECOD","O4_9_RECOD","O4_10_RECOD","O4_11_RECOD","O4_12_RECOD","NSE_sint","educ_recod","ZM12_4","ZM12_6","dieta_dummy","femenino_dummy","clase_alta_dummy","clase_media_dummy","clase_baja_dummy","deuda","MR1","MR2","MR3","MR4","MR5","MR6","PA1","PA2","Consumo_Critico","Eficiencia_Hogar","Planificacion","Facilidad_reciclaje","Percep_responsabilidad","situacion_financiera.x","situacion_financiera.y"
549208158,"b6a1e5e5-4a13-4a98-a3f0-c4e7a164cf0e",2023-07-22 13:52:12,2023-07-22 14:12:07,1195,"complete","d016d3d25dfbb439",3,2,34,3,4,13,4,2,NA,NA,".",1,2,5,4,5,3,1,2,1,5,1,4,5,1,3,3,3,3,3,1,NA,1,1,1,0,0,5,2,5,5,3,1,4,3,5,4,5,5,4,4,3,5,4,5,4,2,4,4,3,1,4,3,2,4,2,2,3,1,2,3,1,2,3,4,1,1,4,1,1,5,4,1,"Personas que s!lo se enfocab en comprar, sin reparar, sin valorar las verdaderas cosas de la vida, que no necesitamos todo lo que se vende",2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,7,4,1,NA,".",3,1,4,1,1,2,1,2,2,2,2,1,0,1,30,40,1,5,0,1,0,0,0,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,1,NA,8,NA,1,8000,12000,0,0,150000,50000,11000,30000,2,3,3,3,2,1,1,1,3,1,3,3,1,2,2,2,2,3,3,2,1,3,3,1,3,3,1,1,3,2,4,-0.293936784468904,-0.402411612619142,1,1,0,1,0,0,0.398384255143835,0.136363659541982,0.773682872395687,0.852871081355912,0.735859592381461,0.31768624050316,-0.843931287352973,0.595392090893011,0.783973724799608,0.28027991234635,0.541980710469883,0.428630822552731,0.903722994907341,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
549209428,"6e81b1fc-a156-46ab-8ceb-9b7b460ff2bb",2023-07-22 14:07:29,2023-07-22 18:00:04,1143,"complete","f6ab8c91c8652bd8",3,1,30,3,6,6,1,NA,".",3,NA,5,1,2,4,3,4,2,3,2,4,2,4,4,2,3,3,4,4,3,1,NA,1,0,1,0,0,1,1,3,1,3,1,3,3,4,4,5,5,4,5,3,3,2,4,3,3,3,1,3,4,3,3,2,3,1,2,2,1,1,4,2,2,4,4,4,4,4,2,4,4,3,2,"Desastre,irresponsabilidad,ignorancia",1,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,1,"2",4,NA,7,3,2,1,2,2,2,2,2,2,0,1,12,20,0,0,0,0,0,0,0,0,0,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,8,NA,2,30000,30000,0,0,350000,0,15000,50000,3,1,3,2,3,1,2,1,3,1,3,3,1,2,2,3,3,3,3,1,1,1,1,1,3,1,1,2,3,4,1,-0.312978992071503,-0.436663091378588,0,0,0,0,1,NA,-0.19760738965673,0.12292815799254,-0.24156507449333,-0.318592712856089,0.130497591439907,-0.00708933902505987,-0.232220330038174,-0.0828266666954539,-0.153222260102448,0.189953302362666,0.0859604733729174,-0.124474793196187,0.0924237199228365,"Déficit (Gasta más)","Déficit (Gasta más)"
549213348,"d38bb300-b4b8-4d69-84e4-8c900232b6d4",2023-07-22 14:48:27,2023-07-22 15:02:58,870,"complete","172cb33cdad2cd65",3,2,34,3,4,13,1,NA,".",1,NA,2,2,3,3,4,5,2,3,2,3,3,2,4,2,3,3,3,2,3,1,NA,5,0,1,0,0,2,1,1,1,5,1,4,2,4,4,5,4,5,5,4,2,5,5,4,5,4,4,4,5,3,1,1,3,3,4,4,1,3,5,3,4,5,3,4,4,3,3,3,3,2,3,"Personas consumidoras",1,NA,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8,4,1,NA,".",1,NA,5,3,1,2,1,2,2,2,2,2,0,1,8,8,1,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,8,NA,1,NA,NA,0,0,0,0,0,0,2,2,2,3,3,1,2,1,2,2,1,3,1,2,2,2,1,2,1,1,2,1,1,2,2,2,2,3,2,2,3,-0.324404316633063,-0.436663091378588,0,1,0,1,0,0,0.479806105698227,0.592625051833667,-0.871819308782521,-0.219971321123527,-0.18707532464534,0.544514861935765,-0.128748708097149,-0.0718893086088419,0.463120226269848,0.351832123826954,0.593823611013555,-0.427331631137494,-0.525111582404438,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
549215909,"3c3764bd-e701-49d9-9ce0-f7463d4350b2",2023-07-22 15:15:13,2023-07-22 15:40:50,1535,"complete","76f38dfa06f7fbf9",3,2,34,3,3,13,1,NA,".",1,NA,5,1,4,3,3,3,4,4,1,4,2,4,4,2,4,1,3,5,1,NA,".",1,0,1,0,0,3,3,3,2,2,1,2,1,4,2,4,5,5,5,2,4,4,3,1,2,3,3,2,3,5,1,1,5,3,3,1,1,1,3,2,3,2,5,4,2,5,2,3,3,3,3,"Desarrollo industrial por el consumo de bienes y servicios",NA,NA,NA,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,4,1,NA,".",6,NA,4,3,1,2,1,2,2,1,2,2,1,2,500,500,2,30,0,1,0,0,0,1,0,0,5e+05,2,1,NA,2,NA,NA,NA,NA,NA,NA,1,3,3,45000,40000,1e+05,30000,4e+05,1e+05,30000,50000,1,3,2,2,2,3,3,1,3,1,3,3,1,3,1,2,3,3,2,3,1,1,3,1,3,2,2,2,2,2,5,0.144033990390884,-0.231154218821912,0,1,1,0,0,1,-0.219024072824238,-0.279714217551483,0.434355198067998,-0.0711673360844345,-0.155124319232203,-0.432845532143408,-0.697671622128001,-0.147837485057381,0.251740579540523,-0.155185520823634,-0.552713092569817,0.198576803888478,-0.00118216359346843,"Sin datos","Sin datos"
549216877,"923566a9-9ab4-4f44-9a18-0b53d67f29c9",2023-07-22 15:24:58,2023-07-22 15:43:50,1132,"complete","52444c8acb6610b2",3,2,34,3,4,5,1,NA,".",2,NA,4,2,3,3,4,3,3,3,3,4,1,3,3,2,3,1,3,1,1,NA,".",5,1,0,0,0,2,1,3,3,3,1,3,1,4,3,4,5,4,5,1,4,3,4,2,5,2,2,2,5,3,2,2,3,3,4,1,1,1,1,3,3,4,2,4,3,2,2,4,3,2,2,"Consumidores",2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,7,4,1,NA,".",7,1,5,1,1,2,1,2,1,1,2,1,1,1,65,67,3,10,0,0,0,0,0,1,0,0,3e+05,1,NA,1,NA,NA,2,NA,NA,NA,NA,2,5,3,30000,30000,150000,10000,250000,2e+05,70000,50000,2,2,2,3,2,2,2,2,3,1,2,2,1,2,1,2,1,2,2,1,3,1,2,3,3,1,2,3,3,2,4,-0.268229804205395,-0.368160133859696,0,1,0,1,0,1,-0.229412745727842,-0.11153601981903,-0.336487078274909,-0.0738837957797668,-0.192918579795548,-0.291667648621065,-0.292274969763437,-0.142125740035081,-0.318811447996185,-0.341817396375045,-0.239700349902541,-0.166863667735568,-0.251787140680889,"Déficit (Gasta más)","Déficit (Gasta más)"
549217414,"ba047071-75f4-4421-a220-d1a7f8d8ee9c",2023-07-22 15:30:15,2023-07-22 15:47:25,1028,"complete","1d2d6bafc409dd00",3,2,31,3,3,13,1,NA,".",6,NA,4,2,3,2,4,4,2,3,1,4,4,4,5,2,2,2,3,4,3,1,NA,1,0,1,0,0,1,3,4,3,1,1,1,1,4,3,4,3,4,1,4,4,2,4,3,2,2,3,3,4,4,4,2,4,3,3,2,2,1,4,1,4,3,3,2,3,4,3,3,1,3,2,"Irresponsabilidad",4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,4,1,NA,".",6,1,5,1,2,2,1,2,2,2,2,2,1,1,28,28,1,5,1,1,1,0,1,1,1,0,5e+05,1,NA,NA,NA,NA,NA,NA,NA,1,NA,8,NA,1,5000,10000,40000,0,1e+05,0,30000,60000,1,2,1,3,3,1,2,1,3,3,3,3,1,1,1,2,3,3,1,2,2,3,2,1,2,2,3,2,3,2,5,-0.305362109030464,-0.402411612619142,0,1,1,0,0,1,0.0573269836909695,-0.608298077728316,0.409910905382394,-0.101478193470256,-0.279019746092436,-0.639437662614671,-0.311258779732923,0.289213147100338,0.117403263581289,-0.51065863595625,-0.141285213927464,0.207254548973171,0.052565431151419,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
549218191,"4d973d77-8628-4eca-a941-f99f9c6b787c",2023-07-22 15:39:14,2023-07-22 16:00:28,1274,"complete","3c3599ba3fd3d769",3,2,34,3,4,10,1,NA,".",1,NA,2,2,2,4,3,3,2,2,2,4,2,3,2,2,1,2,4,2,1,NA,".",1,1,0,0,0,3,1,4,3,3,2,3,3,4,3,5,5,5,5,4,1,2,5,1,1,3,2,4,4,1,1,1,1,1,1,1,1,1,4,1,2,5,4,5,5,4,1,4,2,4,2,"Solo pensamos en comprar y consumir",3,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,7,1,1,NA,".",8,1,5,1,1,2,1,1,1,1,2,2,1,2,80,120,3,20,1,0,0,1,0,1,0,0,60,2,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,4,25000,50000,60000,40000,2e+05,20000,35000,0,2,1,3,2,2,1,1,1,3,1,2,1,1,1,1,3,1,3,3,1,1,1,1,1,3,1,3,1,3,2,4,-0.217767954058506,-0.299657176340804,0,1,0,1,0,1,-0.911832963178416,0.394683244388343,-1.05703182339087,0.0445767966464713,0.383168527833411,0.0197259315795954,-0.360201864573263,-0.432338700342731,-1.1582719372392,0.516287269267868,-0.0780272563625958,-0.51016056564268,0.621522899784126,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
549218598,"2e210824-84e4-428d-a45e-8e03b30234d5",2023-07-22 15:43:52,2023-07-22 16:12:48,1736,"complete","835bd19d8d8a6cd2",3,2,28,3,3,7,1,NA,".",1,NA,5,1,3,2,4,3,4,3,2,4,2,3,4,3,2,3,3,2,3,98,"A no querer salir a las tiendas",1,0,1,0,0,2,1,3,2,3,2,3,2,4,3,4,4,3,3,2,1,4,5,4,4,4,3,3,5,3,1,3,3,1,3,4,1,1,4,2,4,4,1,3,5,3,2,2,4,2,3,"Personas que consumen y compran para poder sobrevivir y solventar sus necesidades, aparte tambi!n consumir para 'darse un gusto' elementos no necesarios o poco !tiles. Sociedad que gira en torno a la econom!a, consumiendo productos a destajo.",2,NA,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9,5,1,NA,".",NA,5,5,3,2,2,1,1,2,2,2,2,1,2,100,200,2,500,0,1,0,0,1,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,22000,35000,40000,1e+05,3e+05,0,30000,0,1,2,1,3,2,3,2,1,3,1,2,3,2,1,2,2,1,3,1,1,3,2,1,2,3,3,1,3,2,2,5,-0.141599123648108,2.98848478456601,0,1,1,0,0,0,0.140624709316714,-0.210649404008884,-0.177259838504214,-0.0788732018237314,-0.068072779619422,-0.00842802621377892,0.0200017959044493,0.0970000733986524,0.352561563409471,-0.508306351194914,0.232246763662384,-0.0721075647634042,-0.217185292125236,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
549219965,"7e86230f-29c7-4bb0-9816-a7d8b8da27d7",2023-07-22 15:58:44,2023-07-22 19:26:03,958,"complete","61959aab946d2c0d",3,2,31,3,6,13,1,NA,".",6,NA,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,NA,3,0,0,0,1,3,4,2,3,4,2,2,3,2,4,4,3,3,5,4,3,2,4,2,3,3,3,3,5,4,4,4,4,4,4,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,"No sabr!a que responder",1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,2,1,"7",6,NA,5,1,1,2,1,2,2,2,2,2,0,1,50,200,1,1,0,0,0,0,0,1,0,0,1e+05,3,NA,NA,NA,NA,NA,1,NA,NA,NA,6,NA,4,15000,18000,0,0,9000,5000,25000,40000,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,4,3,-0.141599123648108,-0.429812795626699,0,1,0,0,1,1,0.8286962106055,-0.354269343686522,0.0992948756370553,-0.167944155219804,-0.490491961326416,-0.189854102853363,0.291265222740868,-0.343457345986608,0.692506838225425,-0.341940792214232,0.00959698624070406,0.0231788134522649,-0.556957568072362,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
549221157,"46228d4b-3377-4e70-b341-df22c332e278",2023-07-22 16:12:46,2023-07-22 17:08:08,3321,"complete","cb69bd6d08b9c5b8",1,1,40,4,6,5,1,NA,".",1,NA,2,2,4,3,2,3,4,2,3,3,2,2,4,2,3,4,2,3,3,3,NA,3,0,1,0,0,3,2,3,2,3,2,4,3,4,4,4,4,4,2,2,4,3,2,2,2,2,3,2,3,3,3,2,3,2,3,3,4,1,4,2,3,4,3,4,2,3,2,3,2,4,3,"una sociedad que solo se preocupa de gastar en vez de ayudar",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,7,4,1,NA,".",6,NA,3,1,1,2,1,2,2,2,2,1,1,2,25,50,4,38,0,0,0,0,0,1,0,0,50000,2,NA,NA,2,1,NA,NA,NA,NA,NA,4,3,5,11000,25000,39000,14900,79000,0,12500,0,3,3,2,1,2,3,1,2,2,1,1,3,1,2,3,1,2,3,2,1,2,1,3,2,3,2,3,1,2,4,4,-0.284415680667604,-0.176351852806799,0,0,0,0,1,1,0.184527735232363,-0.895432599819945,-0.304014993609632,0.0498951991259501,-0.346743923732936,0.10378871701681,0.0469658246491295,-0.30941447147178,0.136743922107779,-0.623128585051301,-0.533191411165442,-0.147098153660028,-0.188904404320221,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
549223587,"1e08c5f0-fd32-453d-b297-206b20950b72",2023-07-22 16:37:20,2023-07-22 16:58:22,1261,"complete","9502ff454476663d",3,2,29,3,3,13,2,NA,".",3,NA,5,1,4,4,2,3,3,2,2,5,1,4,4,1,3,2,3,2,1,NA,".",4,1,0,0,0,2,3,4,3,2,1,3,2,5,5,5,4,3,4,4,4,3,3,4,3,3,3,2,2,3,3,2,3,2,4,3,1,3,2,2,3,3,2,2,2,4,2,3,5,4,3,"Personas que consumen mas de lo que necesitan",4,2,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,9,4,1,NA,".",7,5,3,1,2,2,2,2,2,2,2,2,1,2,40,41,1,35,0,1,0,1,0,0,0,0,5e+05,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,10000,12000,50000,0,220000,60000,20000,40000,1,3,3,1,2,2,1,1,3,1,3,3,1,2,1,2,1,3,2,2,3,3,3,1,3,2,1,1,2,2,5,-0.292984674088774,-0.196902740062466,1,1,1,0,0,1,-0.0316417017860395,-0.311275070733855,0.450623366736329,0.188062975886007,-0.0131118671699554,-0.283344789911195,-0.70617018799394,-0.0928582718266749,-0.0446384813718557,-0.167962325398161,0.04509121084201,0.223040962127538,-0.0700615964775351,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
549224295,"3f18d3b1-ea29-46b3-998c-f128ffc7b49d",2023-07-22 16:44:23,2023-07-22 16:57:40,796,"complete","31da9b5f8f4593bf",3,2,28,3,6,15,1,NA,".",1,NA,1,1,4,1,4,3,3,2,2,4,2,4,3,2,3,2,3,4,2,NA,".",3,0,1,0,0,1,1,5,3,1,2,1,1,5,4,4,4,4,1,4,1,1,4,4,2,1,1,1,1,1,1,1,1,2,3,1,1,1,3,2,2,3,2,3,4,2,2,3,3,2,3,"Gasta ygasta",NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,4,1,NA,".",6,NA,7,1,1,2,1,2,2,1,2,2,1,2,16,16,4,0,0,1,0,0,0,0,0,0,30000,2,1,NA,NA,2,NA,NA,NA,NA,NA,1,4,5,30000,40000,10000,0,40000,40000,25000,10000,3,3,1,3,2,2,1,1,3,1,3,2,1,2,1,2,3,3,3,2,3,2,1,3,3,2,2,3,2,4,4,-0.316787433592023,-0.436663091378588,0,1,0,0,1,1,-1.20272862052874,-0.687268338930446,0.272160315920709,0.0118356486835069,-0.276042665894492,-0.883878582786293,-0.311738367042784,-0.144777047655843,-1.18794092017206,-0.490077300103341,-0.0731852561840829,0.139537220803062,-0.191133618576413,"Sin datos","Sin datos"
549225202,"e38a5820-278e-43e1-96fa-6573e8e55477",2023-07-22 16:53:49,2023-07-22 17:07:24,815,"complete","078724d762dbc1f9",3,2,26,3,4,13,1,NA,".",1,NA,5,1,4,2,5,4,2,1,4,5,2,2,4,3,3,1,4,3,2,NA,".",2,0,0,1,0,3,2,5,2,3,1,3,3,5,4,5,5,5,4,5,2,5,5,4,4,4,3,3,5,3,2,1,3,3,5,1,1,2,3,2,4,5,2,5,5,2,4,1,2,5,2,"Gente que hace compras compulsivas e innecesarias",4,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,9,4,1,NA,".",8,5,4,1,1,2,1,2,1,1,2,1,1,2,120,160,1,20,0,1,0,0,0,1,1,0,6e+05,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,20000,120000,60000,20000,3e+05,2e+05,1e+05,1e+05,2,3,1,3,3,1,1,3,3,1,1,3,2,2,1,3,2,3,1,1,3,1,1,3,1,3,3,1,3,2,5,-0.179683538853307,-0.299657176340804,0,1,0,1,0,1,0.0313837457443437,0.591716407027757,-1.30323680220397,0.405355273287016,-0.227475984824126,-0.0127123343408974,0.431019862908377,0.526203588058283,-0.0373235537928034,0.573319035471532,0.567155826656326,-0.638332125965921,-0.351500671013035,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
549226410,"bea80bc8-605f-48e0-91c1-1eec197da761",2023-07-22 17:06:06,2023-07-22 17:24:51,1124,"complete","25c3f4b5c051091a",3,1,34,3,4,9,1,NA,".",98,"Deje un a!o de comer carne",5,3,4,4,4,5,2,1,2,5,1,4,4,3,3,5,3,2,3,98,"Vivir en pareja",1,0,0,1,0,1,3,4,2,4,2,4,4,5,5,5,5,5,3,5,4,5,5,5,5,4,4,3,4,3,3,4,3,2,4,4,1,2,4,2,3,2,3,2,3,3,3,3,3,3,3,"Poblaci!n chilena de beneficencia",3,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,9,NA,1,NA,".",3,1,5,3,1,1,1,2,2,1,2,2,0,1,90,130,2,28,0,0,0,1,0,1,0,0,280000,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,30000,30000,0,3e+05,250000,30000,20000,30000,2,3,3,3,3,1,1,1,3,1,3,3,2,2,3,2,1,3,2,3,2,3,2,2,2,2,2,2,2,2,5,-0.208246850257206,-0.244854810325691,0,0,0,1,0,1,0.731044606618806,0.649300225878407,0.827905992034966,0.127718599456268,0.0444243432221076,0.397989337003625,0.0658336927333815,0.291367019297088,0.891672713035078,0.584198835153784,1.06498198641256,0.410665135880919,-0.133367566320157,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
549227299,"097dee89-e82a-4d3f-9c9a-ba56f29ad6e8",2023-07-22 17:15:15,2023-07-22 17:48:06,1971,"complete","b8f2af348799f922",3,2,22,2,6,5,1,NA,".",6,NA,4,1,3,1,1,3,5,1,2,5,1,1,3,1,4,3,3,3,1,NA,".",1,1,0,0,0,1,1,5,3,4,1,3,1,4,3,5,5,4,5,5,1,5,5,2,1,1,2,2,3,4,1,1,4,1,3,2,1,1,4,5,5,5,3,5,5,3,3,2,3,2,3,"Que existen diferentes tipos de personas, qu! ven el consumismo mal y otras bien y que se debe bajar el consumo en lo posible",1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,4,1,NA,".",NA,NA,5,3,2,1,1,2,2,2,2,2,0,1,11,22,1,1,0,0,0,0,0,1,0,0,1e+05,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,20000,20000,0,0,80000,40000,17000,0,3,2,1,1,2,3,1,1,3,1,1,2,1,3,2,2,2,1,1,1,2,1,1,2,2,3,2,3,2,4,3,-0.311074771311244,-0.429812795626699,0,1,0,0,1,1,-0.880769417098951,0.1788966224399,-1.56821619373418,-0.0243375752613166,-0.506426309548232,-0.0337379437282389,-0.684841523988677,-0.383561238651218,-0.695513570209214,0.350184581816939,0.138634221484176,-0.775562482699722,-0.831201721540607,"Déficit (Gasta más)","Déficit (Gasta más)"
549228717,"3a0c2c29-bdaf-42a7-b916-4e53c591b57b",2023-07-22 17:30:12,2023-07-22 19:29:15,2146,"complete","00d00fb4afa0a7b9",3,1,25,3,4,13,1,NA,".",1,NA,1,3,2,3,5,4,3,3,3,5,1,3,4,5,4,3,3,3,3,1,NA,1,1,0,0,1,4,1,4,3,3,1,3,1,5,3,5,4,4,4,4,2,2,4,4,4,3,2,4,3,4,1,2,4,1,3,1,1,2,2,1,2,3,2,3,4,3,2,3,3,3,2,"Una sociedad centrada en comprar productos y servicios",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,9,4,1,NA,".",6,3,5,3,2,2,1,2,1,1,2,2,0,1,5,5,1,24,1,0,0,0,0,1,1,0,1e+05,1,NA,NA,NA,2,1,NA,NA,NA,NA,5,4,2,15000,15000,0,20000,2e+05,1e+05,50000,1e+05,2,1,2,3,3,2,2,2,3,1,2,3,3,3,2,2,2,3,3,2,3,2,1,2,3,2,2,2,3,2,5,-0.327260647773453,-0.272255993333248,0,0,0,1,0,1,-0.118186811205797,-0.0191087212667816,0.316906271581656,0.392980097918209,0.210615376966832,-0.131660671442765,0.756585045907633,0.575316401320335,-0.198344982482398,0.0061591128659362,0.0121929023611453,0.167592358258148,0.375608182978475,"Sin datos","Sin datos"
549229174,"b6154d8a-594d-40aa-a6bc-6283cea326fb",2023-07-22 17:35:30,2023-07-22 17:56:17,1245,"complete","256856302ba00185",3,2,31,3,6,13,1,NA,".",3,NA,4,3,4,2,3,4,4,4,2,4,2,2,2,2,4,2,3,2,3,1,NA,5,1,1,1,1,3,1,3,1,4,2,2,1,4,3,3,4,2,3,4,1,3,4,2,3,3,3,3,4,3,2,1,3,1,3,2,1,1,3,2,2,4,2,4,4,4,2,4,4,2,2,"Personas que compran cosas que no son tan necesarias",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,5,5,1,NA,".",6,NA,5,3,2,2,2,2,2,2,2,1,1,1,80,100,1,10,1,1,0,0,0,0,0,0,1e+05,2,1,NA,NA,2,NA,NA,NA,NA,NA,1,4,4,20000,20000,70000,30000,1e+05,10000,30000,0,3,3,1,2,3,3,3,1,3,1,1,1,1,3,1,2,1,3,3,1,3,1,1,1,3,1,1,3,3,4,2,-0.236810161661106,-0.368160133859696,0,1,0,0,1,1,-0.420665273833097,-0.503048505285755,-0.24018944150242,-0.140565832366747,-0.0481853181800238,-0.256917171884448,-0.360201864573263,-0.432338700342731,-0.381206423940753,-0.657146228878036,-0.329400190389561,-0.110971032101082,-0.0885230106486569,"Déficit (Gasta más)","Déficit (Gasta más)"
