"numericalId","key","startTime","endTime","duration","type","CodPanelista","DEVICE","SEXO","EDAD","EDADR","NSE","ZONA","B1","B2","B2#98#value","B3","B3#98#value","C1","C2","C3_1","C3_2","C3_3","C3_4","C3_5","C3_6","C3_7","C3_8","C3_9","C3_10","C3_11","C3_12","C3_13","C3_14","C3_15","C3_16","C5a","C5b","C5b#98#value","A1","A2#1","A2#2","A2#3","A2#4","O1_1","O1_2","O1_3","O1_4","O1_5","O1_6","O1_7","O1_8","O1_9","O1_10","O2_1","O2_2","O2_3","O2_4","O2_5","O2_6","O2_7","O2_8","O2_9","O2_10","O2_11","O2_12","O2_13","O2_14","O3_1","O3_2","O3_3","O3_4","O3_5","O3_6","O3_7","O3_8","O3_9","O3_10","O4_1","O4_2","O4_3","O4_4","O4_5","O4_6","O4_7","O4_8","O4_9","O4_10","O4_11","O4_12","O5","E2","E3","E4","S5#1","S5#2","S5#3","S5#4","S5#5","S5#6","S5#7","S5#8","S5#9","S5#10","S5#11","S5#12","S5#13","S5#14","S5#15","S5#16","S5#17","S5#18","S5#99","T6#1","T6#2","T6#5","T6#6","T6#7","T6#8","T6#9","T6#11","T6#12","T6#14","T6#15","T6#99","M4","M5","M6","M6b_T","M6b_T#1#value","M7","M8","M9","M10","M11_1","M11_2","M11_3","M11_4","M11_5","M11_6","M11_7","M11_8","M12_1","M12_2","M12_3","M12_4","M12_5","M12_6","M13#1","M13#2","M13#3","M13#4","M13#5","M13#6","M13#7","M13#99","M14","M15","M16_1","M16_2","M16_3","M16_4","M16_5","M16_6","M16_7","M16_8","M16_9","M16R_1","M16R_2","M17","M18_1","M18_2","M18_3","M18_4","M18_5","M18_6","M18_7","M18_8","NSE_RECOD","C3_1_RECOD","C3_2_RECOD","C3_3_RECOD","C3_4_RECOD","C3_5_RECOD","C3_6_RECOD","C3_7_RECOD","C3_8_RECOD","C3_9_RECOD","C3_10_RECOD","C3_11_RECOD","C3_12_RECOD","C3_13_RECOD","C3_14_RECOD","C3_15_REOD","C3_16_RECOD","O4_1_RECOD","O4_2_RECOD","O4_3_RECOD","O4_4_RECOD","O4_5_RECOD","O4_6_RECOD","O4_7_RECOD","O4_8_RECOD","O4_9_RECOD","O4_10_RECOD","O4_11_RECOD","O4_12_RECOD","NSE_sint","educ_recod","ZM12_4","ZM12_6","dieta_dummy","femenino_dummy","clase_alta_dummy","clase_media_dummy","clase_baja_dummy","deuda","MR1","MR2","MR3","MR4","MR5","MR6","PA1","PA2","Consumo_Critico","Eficiencia_Hogar","Planificacion","Facilidad_reciclaje","Percep_responsabilidad","situacion_financiera.x","situacion_financiera.y"
548706016,"0deec959-a6e4-4451-aa69-656c7a521c28",2023-07-19 20:25:27,2023-07-19 20:42:42,1035,"complete","37034bc9a6621495",3,2,62,6,6,13,1,NA,".",1,NA,1,2,4,2,4,4,3,5,1,2,1,4,4,3,3,3,4,2,1,NA,".",5,0,0,1,0,1,1,2,2,2,3,4,2,3,3,4,4,4,5,3,5,3,3,2,4,3,3,3,4,4,1,1,4,1,2,3,1,1,3,2,3,2,4,3,2,4,1,3,4,2,2,"Esta es una sociedad de consumo....comprar cualquier cosa es una satisfaccion para algunos..aunque no se tengan los recursos...",1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,4,1,NA,".",6,NA,6,1,2,2,1,2,1,2,2,2,0,1,55,5,1,300,0,0,0,0,0,0,0,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15000,20000,35000,0,1e+05,0,10990,0,3,3,1,3,3,2,3,1,1,1,3,3,2,2,2,3,1,3,2,3,1,2,3,1,3,2,1,3,3,4,3,-0.327260647773453,1.61842563418817,0,1,0,0,1,NA,-0.344743890654941,-0.1882190781208,0.657085832760885,-0.485610449503703,0.271419774035352,-0.0448602294940134,-0.470642313873981,-0.217131831011728,-0.324217738945383,-0.265738801190774,-0.452606226146656,0.307362821964413,0.338513450611087,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548706156,"dbd393b9-bf72-4bbb-a213-1fd505e9bae4",2023-07-19 20:26:06,2023-07-19 20:45:10,1144,"complete","6c3098499cc9d96a",3,2,67,7,6,5,1,NA,".",1,NA,5,6,1,1,2,4,1,1,2,5,1,1,5,1,2,1,1,1,1,NA,".",1,1,0,0,0,1,1,5,1,2,3,3,1,3,5,5,5,5,5,5,5,5,5,3,3,3,4,4,5,4,3,3,4,1,4,3,1,3,5,1,5,5,5,5,1,5,2,1,4,4,1,"Marcas , comprar por comprar",1,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,4,4,1,NA,".",NA,NA,3,3,2,2,1,2,2,1,2,2,0,1,48,48,1,100,0,0,0,0,0,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,15,25,0,100,30,8,10,3,1,1,1,3,1,1,1,3,1,1,3,1,1,1,1,1,3,1,1,1,1,3,1,3,3,1,1,3,4,1,-0.286319901427864,0.248366483810331,0,1,0,0,1,0,0.333329272444625,0.987171120009935,-1.26031511251207,-0.186741954866119,0.550455256998444,0.222790169131543,-0.760824030269945,0.138965366539989,0.501445364681773,1.12048519093489,0.787853076510942,-0.646141184577105,0.619695879798075,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548706328,"60a3fade-b1f2-4438-b614-b21011f8584b",2023-07-19 20:26:56,2023-07-19 20:47:07,1210,"complete","2802dff23f9466a1",2,2,67,7,5,13,1,NA,".",2,NA,4,2,3,5,5,3,2,3,1,4,1,3,5,1,5,1,2,4,1,NA,".",3,0,0,0,1,2,3,5,3,1,1,2,2,1,3,3,5,3,5,1,1,1,1,1,3,2,1,1,5,1,1,1,1,1,1,1,1,1,2,1,3,2,3,3,3,1,1,4,1,1,1,"Amor por,obtener cosas materiales",NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,4,1,NA,".",6,5,4,1,1,2,1,2,1,1,2,2,0,1,54,54,1,10,0,0,0,0,0,0,1,0,3e+05,3,NA,2,NA,1,NA,NA,NA,NA,NA,4,2,2,16000,20000,0,0,3e+05,20000,30000,80000,2,2,3,3,2,1,2,1,3,1,2,3,1,3,1,1,3,3,2,3,2,2,2,3,3,1,3,3,3,3,3,-0.280607239147084,-0.368160133859696,0,1,0,1,0,1,-1.04433882807515,-0.697580644456664,0.647192561753024,-0.4068176545518,0.160566156230658,-0.715421028875766,-1.10322120284363,0.349472428646398,-0.93605000307109,-0.679420752551382,-1.10817739641533,0.317410551858517,0.731474116985865,"Sin datos","Sin datos"
548706405,"0dfb2d7a-46a0-41ff-aa26-b9f9c82924c9",2023-07-19 20:27:19,2023-07-19 20:43:37,977,"complete","4236762d503aa63b",3,1,66,7,5,13,1,NA,".",1,NA,4,1,3,1,4,4,3,3,2,3,1,2,4,3,4,1,4,2,1,NA,".",6,0,1,1,0,1,1,3,2,3,2,4,2,4,4,5,5,5,5,5,4,4,4,3,4,4,3,3,5,4,3,2,4,3,4,4,1,1,5,2,4,4,3,3,2,5,2,3,4,2,2,"Comprador compulsivo.",2,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,5,1,1,NA,".",6,1,3,1,1,2,1,2,1,1,2,1,0,1,60,260,4,20,0,1,0,0,0,1,0,0,120000,2,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,5,16000,36000,0,25000,120000,10000,30000,0,2,2,1,3,3,2,2,1,2,1,1,3,2,3,1,3,1,3,1,1,2,2,3,1,3,2,1,3,3,3,2,-0.0844725008403099,-0.299657176340804,0,0,0,1,0,1,0.480480856768659,0.774637339649414,-0.181147622983282,-0.138049021220131,0.316927400015878,0.435763860863205,-0.312940948583757,-0.0972241251350239,0.644105892020346,0.791877304655614,0.3082843662219,-0.092539823114104,0.255160951330275,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548706544,"7d017139-4a15-4619-9800-b7d26855fee9",2023-07-19 20:28:06,2023-07-19 21:03:10,2103,"complete","2b0d030c9c00962a",3,1,47,5,6,5,1,NA,".",1,NA,3,5,4,4,4,3,4,4,2,5,2,4,3,2,4,5,4,4,3,98,"Subieron mucho los precios de lacteos como yogurt y leche y tambien la comida sana",1,0,0,1,0,1,1,2,1,2,3,3,3,5,3,5,3,5,3,1,4,1,3,2,2,3,3,2,3,1,1,1,1,2,2,1,1,1,4,1,4,4,3,4,4,4,2,5,2,3,3,"Puede haber mala situacion economica. Pero el consumismo siempre se mantendra",1,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5,4,1,NA,".",2,3,5,1,1,2,1,2,1,1,2,1,0,2,50,40,2,200,0,0,0,0,0,1,0,0,1e+05,3,NA,1,2,NA,NA,NA,NA,NA,NA,2,3,4,40000,25000,0,0,250000,0,130000,0,3,3,3,3,2,3,3,1,3,1,3,2,1,3,3,3,3,3,1,1,2,1,1,1,3,1,3,2,2,4,2,-0.293936784468904,0.933396058999251,0,0,0,0,1,1,-0.864395906046094,-0.572580472476059,-0.405352703091025,-0.304540100242324,-0.0905763997331958,-0.249501109517713,-0.0608948039090639,0.0661988108848802,-0.988229317154502,-0.484945552554124,-0.578037665587018,-0.202023886005219,0.0750446489288152,"Déficit (Gasta más)","Déficit (Gasta más)"
548706630,"78dc7114-7f38-46b6-b5d5-cf1502885313",2023-07-19 20:28:28,2023-07-19 20:45:26,1017,"complete","f004b6ac33693a8f",3,2,34,3,7,2,1,NA,".",1,NA,5,5,1,2,1,1,1,3,2,1,1,1,1,3,2,3,1,3,3,1,NA,1,0,0,0,1,2,2,3,3,5,1,4,2,2,2,5,5,5,5,3,1,5,5,2,3,3,3,4,5,3,2,1,3,1,2,2,1,1,3,5,2,3,2,5,4,3,2,3,3,2,2,"Q no deberian de existir porq practicamente te obligan a consumir algo q no sea necesario",2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,5,5,2,1,"14",NA,1,5,3,1,2,1,2,2,2,2,2,0,1,8,20,2,10,1,1,0,0,0,1,0,0,2e+05,1,NA,NA,NA,NA,NA,NA,NA,1,NA,8,NA,8,60000,50000,0,0,5e+05,50000,30000,50000,3,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,3,2,3,1,1,2,3,2,2,3,3,5,2,-0.312978992071503,-0.368160133859696,0,1,0,0,1,1,-0.334309101965973,0.409703460933076,-0.134570125160695,-0.30618447067586,-0.112515885312639,0.241723751112714,-0.340969366209585,-1.16562919205418,-0.517750373484528,0.217064195516707,0.0146525175857033,-0.0884403377640872,-0.377739163714784,"Déficit (Gasta más)","Déficit (Gasta más)"
548706631,"9bd6f90b-0b21-4207-9757-34324a978071",2023-07-19 20:28:28,2023-07-19 21:41:58,4409,"complete","06930334cb3a9cfd",3,1,22,2,5,13,1,NA,".",1,NA,5,NA,4,1,4,3,3,3,5,3,1,3,5,4,3,1,1,4,1,NA,".",1,0,1,0,0,3,1,4,1,1,1,2,1,4,2,3,5,2,5,3,1,2,1,1,3,2,1,2,3,1,2,1,1,1,2,3,1,1,4,3,3,3,2,3,4,4,2,3,2,2,2,"No tengo opini!n al respecto",2,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,1,NA,".",NA,NA,5,3,1,1,1,2,1,2,2,1,0,1,10,10,3,30,0,0,0,0,0,1,0,0,10000,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,20000,25000,15000,20000,150000,20000,15000,30000,2,3,1,3,2,2,2,3,2,1,2,3,3,2,1,1,3,2,2,2,3,2,1,1,3,2,3,3,3,3,3,-0.322500095872803,-0.231154218821912,0,0,0,1,0,1,-0.577006194001653,-0.733284487596376,0.226845337958908,-0.10351251512074,-0.376936432802792,-0.551344567848735,0.807527070441246,0.292035712946095,-0.644377930145283,-0.699781751682247,-1.12067238131938,0.106373987422464,-0.217397985949519,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548706687,"3e3d4e65-4811-4841-a441-97f17e005033",2023-07-19 20:28:48,2023-07-19 20:58:20,1772,"complete","26af02d325c7bc04",1,2,64,6,5,4,1,NA,".",1,NA,4,1,4,1,5,4,1,4,4,2,1,2,3,4,3,1,5,1,4,NA,".",5,1,1,0,0,2,1,4,1,3,3,5,4,5,2,5,5,3,5,1,2,5,4,3,5,3,5,2,5,5,3,1,5,1,5,4,1,1,3,2,1,2,5,3,2,2,2,5,5,4,1,"la cantidad de plastico en los supermercaos versus la bolsa que es plastica y que hay que comprar para RECICLAR",2,1,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,8,1,1,NA,".",6,3,3,1,1,2,1,2,1,2,2,1,0,1,120,60,2,500,0,0,0,0,0,0,0,1,NA,2,NA,NA,NA,1,NA,2,NA,NA,NA,4,6,3,42040,43300,35000,10000,120000,6000,5000,0,2,3,1,3,3,1,3,3,1,1,1,2,3,2,1,3,1,3,3,3,1,2,3,3,3,1,1,1,3,3,3,-0.274894576866305,2.98848478456601,0,1,0,1,0,NA,0.334994780848074,0.148854824690074,0.829952366219978,0.109524547632688,0.426010858999715,0.40250172229012,0.441785647804668,-0.128333791927311,0.784686849184443,-0.178197370427536,-0.0952210959520678,0.423469302411455,0.288602861806849,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548706703,"6f047744-493d-4a5a-b437-7fafcd27989e",2023-07-19 20:28:52,2023-07-19 20:47:43,1131,"complete","c74d2987501a04c7",3,2,62,6,7,13,1,NA,".",6,NA,4,2,3,5,3,5,1,3,1,1,1,1,3,1,1,3,1,1,3,1,NA,1,1,1,1,1,1,1,3,1,4,1,3,4,5,5,5,3,4,5,5,1,1,3,1,1,1,3,1,2,3,1,1,3,1,1,3,1,1,5,5,5,5,3,4,2,4,2,3,4,1,1,"Muchos viven de apariencias",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,NA,".",NA,NA,5,1,2,2,1,2,2,2,2,2,0,1,15,30,1,50,1,0,0,1,0,1,0,0,15000,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,20000,20000,20000,0,2e+05,0,25000,0,3,2,3,2,3,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,3,1,3,2,1,3,3,5,2,-0.303457888270204,-0.0941483037841284,0,1,0,0,1,1,-1.00744791856055,-0.249536431529283,-1.00802383853554,-0.210117280405602,-0.154797309098268,0.0426879837421738,-1.13121950434912,-0.727519892224767,-0.819240906243301,0.0329954569902328,-0.302193424595127,-0.497031041200742,-0.331443872581964,"Déficit (Gasta más)","Déficit (Gasta más)"
548707246,"49957067-1abb-4e12-a7eb-74d8cc07826e",2023-07-19 20:31:48,2023-07-19 20:45:20,811,"complete","07b5c848dcd2c31b",3,2,41,4,6,6,1,NA,".",1,NA,3,3,3,4,4,5,1,4,1,3,1,3,4,2,3,3,4,2,3,3,NA,5,0,0,1,0,3,2,5,1,5,2,5,4,5,5,5,5,5,5,1,4,5,5,5,5,4,4,3,3,5,2,4,5,2,5,3,1,2,5,2,2,2,5,2,3,5,2,4,5,2,1,"Pienso en toda la gente",4,2,5,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,7,4,1,NA,".",2,3,6,3,1,2,1,1,1,2,2,2,2,1,80,300,5,18,1,0,1,0,0,1,1,0,3e+05,2,NA,1,NA,2,NA,NA,NA,NA,NA,2,4,4,20000,25000,60000,0,4e+05,10000,20000,0,3,2,3,3,3,1,3,1,2,1,2,3,1,2,2,3,1,3,3,3,1,3,2,1,3,1,1,3,3,4,4,-0.046388085635111,-0.313357767844583,0,1,0,0,1,1,0.759825607855542,0.53952336648141,0.935829435175984,0.41300252120729,0.588984369599854,0.934205422738214,-0.69758660762876,-0.150112635947032,1.10140932792649,0.392880753804667,0.994931365154733,0.485293212026968,0.346208845609087,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548707612,"72f88fd5-984a-4926-a033-fa34901a79bd",2023-07-19 20:33:24,2023-07-19 21:04:17,1852,"complete","4014f8f52ac7231c",3,2,50,5,6,4,1,NA,".",2,NA,1,2,3,3,3,3,2,1,1,5,1,3,1,1,3,1,2,3,1,NA,".",5,0,0,1,0,1,1,2,3,1,1,4,1,5,5,5,5,4,5,5,5,1,5,1,5,2,2,2,5,1,1,1,1,1,1,4,1,1,4,1,3,1,5,1,1,5,3,5,5,2,3,"Que las personas estamos ligadas al consumo",3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,1,1,NA,".",3,NA,5,1,2,2,1,2,2,2,2,2,0,2,60,80,2,10,0,0,0,0,0,1,0,0,1100000,1,2,NA,NA,1,NA,NA,NA,NA,NA,4,1,3,40000,35000,50000,0,5e+05,0,60000,0,3,2,2,2,2,1,1,1,3,1,2,1,1,2,1,1,2,3,2,3,1,3,3,1,2,1,1,3,2,4,4,-0.255852369263705,-0.368160133859696,0,1,0,0,1,1,-0.498860308856653,0.703436666425303,1.53648066309391,-0.177145323615808,0.451515361203378,0.0156241202015129,-1.31508060960132,-0.538494747822729,-0.753599843209134,0.402716553657311,0.273470612663509,0.740756724538084,0.175786824793716,"Déficit (Gasta más)","Déficit (Gasta más)"
548707640,"2a4244dc-f592-4f84-ac6c-7f104d982b01",2023-07-19 20:33:30,2023-07-19 20:54:30,1259,"complete","1961d5f2d0c970ff",3,1,67,7,5,5,1,NA,".",2,NA,5,2,4,3,5,5,5,3,2,4,2,4,3,3,4,3,1,2,3,1,NA,1,1,1,0,0,2,5,3,2,1,3,4,3,4,5,5,5,4,5,5,3,4,5,4,4,4,1,3,5,4,3,3,4,2,5,4,2,2,4,2,3,5,4,4,3,4,2,1,5,3,2,"Trabajar s!lo para comprar.",4,4,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,10,4,1,NA,".",8,1,8,3,1,2,1,2,1,1,2,1,1,2,100,500,3,999,1,1,0,1,0,0,1,0,1200000,1,1,NA,NA,2,NA,NA,NA,NA,NA,1,4,1,20000,35000,50000,30000,150000,20000,35000,10000,2,3,2,3,3,3,2,1,3,1,3,2,2,3,2,1,1,3,2,1,1,1,2,1,3,3,1,2,3,3,5,0.144033990390884,6.40678236475872,0,0,0,1,0,1,0.764032174041721,0.674277955941672,-0.718893586008975,0.00290614689185679,0.267234128377358,0.208180117902779,0.0132050334707614,0.0571054542883083,0.955535160922247,0.807031006114963,0.924851612092923,-0.357643295633136,0.159087652684329,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548707758,"4ab37564-2f06-438b-b510-15055f2ab448",2023-07-19 20:34:07,2023-07-19 21:19:50,2743,"complete","cf84a0bda1cbcab3",1,1,52,5,6,13,1,NA,".",3,NA,4,3,4,4,4,4,2,3,2,3,1,3,4,3,3,3,2,3,3,1,NA,2,0,1,1,0,4,2,4,2,3,3,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,3,3,2,3,4,2,2,2,3,2,2,3,3,2,3,2,2,"los que compramos y consumimos bienes y servicios",2,1,2,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,6,1,1,NA,".",6,NA,4,1,1,2,1,2,2,1,2,1,1,2,70,90,2,100,0,1,0,1,0,1,0,0,250000,1,2,NA,1,NA,NA,NA,NA,NA,NA,3,1,5,30000,35000,20000,36000,150000,30000,45000,50000,3,3,3,3,3,1,2,1,2,1,2,3,2,2,2,1,2,3,3,3,2,3,3,2,2,3,2,3,3,4,3,-0.246331265462405,0.248366483810331,0,0,0,0,1,1,0.768151920474028,-0.18831406658414,0.949743818890454,0.242245645207498,-0.112873160582701,0.0476584384253347,-0.14970868768555,-0.0747721266800401,0.825345753833538,-0.29561090419344,0.208431179512465,0.475216160583159,-0.124738465344494,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548707801,"cabbbd29-c6a7-4c86-bbee-3fecd04b7b85",2023-07-19 20:34:16,2023-07-19 20:51:19,1021,"complete","606f68241a5b28b7",3,1,27,3,6,13,1,NA,".",1,NA,5,4,4,3,5,3,4,5,2,3,4,1,4,2,5,2,3,3,1,NA,".",1,0,1,0,0,2,1,4,2,3,2,3,1,1,4,4,4,3,5,4,3,1,4,3,3,3,2,3,4,3,3,2,3,2,3,3,1,3,4,3,3,3,3,3,3,4,3,4,2,4,3,"Prefiero omitir mi comentario",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,5,4,1,NA,".",2,NA,3,3,2,1,1,2,1,2,2,1,0,1,6,6,2,50,0,1,0,0,0,1,0,0,300,1,1,NA,NA,NA,NA,NA,NA,2,NA,1,8,4,30000,40000,40000,20000,200,30,70,50000,3,3,2,3,2,3,3,1,2,3,1,3,1,3,1,2,2,2,2,2,2,2,2,1,2,1,3,1,2,4,2,-0.326308537393323,-0.0941483037841284,0,0,0,0,1,1,0.0238073631097365,-0.223349818249694,0.230396538889407,-0.382696999370519,-0.439648393779453,-0.118677135728994,-0.0662857068871626,0.0982676266681425,-0.0676402781333692,-0.288107194301003,0.0336296008462695,0.103920312699856,-0.554572727358137,"Sin datos","Sin datos"
548707838,"09f1399d-6cfb-4a50-92ed-254f1bac9d9e",2023-07-19 20:34:24,2023-07-19 22:44:06,7781,"complete","640b194d60a1d2df",1,1,68,7,5,13,1,NA,".",1,NA,1,2,4,3,4,3,2,3,4,5,1,4,4,3,3,3,2,3,1,NA,".",5,1,0,0,0,1,1,2,2,1,1,4,2,5,5,5,5,5,5,4,4,5,5,5,5,3,4,4,5,3,3,2,3,1,5,5,1,1,4,2,3,2,4,2,4,4,2,3,4,3,2,"estimular el consumo de un producto aunque no sea de gran utilidad",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,8,1,1,NA,".",6,1,6,1,2,2,1,2,2,2,2,1,0,2,60,110,4,100,0,0,0,0,0,0,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,20000,40000,0,70000,4e+05,0,8000,0,2,3,2,3,2,1,2,3,3,1,3,3,2,2,2,1,2,3,2,3,1,3,1,1,3,2,1,2,3,3,3,-0.227289057859806,0.248366483810331,0,0,0,1,0,0,0.362152579912409,0.775839301989854,0.847964143679785,-0.109081325322998,0.343602527093289,0.127215184683059,0.422168673052186,0.342574631838858,0.346883821869976,0.692987671080898,0.978615207505545,0.408808421004347,0.241212381275689,"Sin datos","Sin datos"
548707867,"0df7525e-7c0b-4e7f-805d-fd2786b6b507",2023-07-19 20:34:33,2023-07-20 00:34:02,873,"complete","5a41b6297c0b476a",3,2,75,7,6,5,4,1,NA,NA,".",5,5,4,2,2,3,4,3,2,4,2,2,3,3,4,3,3,3,4,NA,".",5,0,0,1,1,5,1,3,1,1,1,2,3,3,4,5,5,5,4,5,3,1,4,2,3,2,2,1,4,3,3,1,3,1,1,1,1,1,5,5,2,2,2,3,3,3,1,1,3,2,2,"No seke decir",1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,2,1,NA,".",1,1,10,1,1,2,1,2,2,2,2,1,0,1,30,30,1,0,0,0,0,0,0,0,0,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5000,14000,0,0,120000,0,20000,0,3,3,1,1,2,3,2,1,3,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,3,3,2,3,3,4,2,-0.303457888270204,-0.436663091378588,1,1,0,0,1,NA,-0.773212936418203,0.194778410943288,0.649648990277302,-0.178858305149802,-0.0543261421210735,-0.390350966336371,-0.0591405985679152,-0.36750095034907,-0.696534631392902,0.329784474737649,-0.0159209614054635,0.30694942648789,-0.0569518561362195,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548707973,"b6213cc5-a7ed-43ad-b1c1-fb6b2bf7f0f5",2023-07-19 20:35:00,2023-07-19 21:37:25,3744,"complete","f5bab31234caf1d0",3,2,67,7,7,5,1,NA,".",1,NA,2,6,2,2,4,3,2,4,4,4,2,2,2,2,3,2,4,2,1,NA,".",2,0,0,1,0,1,1,3,3,1,1,3,1,1,3,5,5,4,5,5,1,1,3,1,2,3,2,2,5,3,3,1,3,2,3,2,1,1,3,3,2,4,3,4,4,2,3,2,2,2,4,"Que nos convirtieron en consumistas obligados",1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,NA,".",NA,1,5,3,2,2,1,2,2,2,2,1,0,2,24,36,2,8,0,0,0,0,0,0,0,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,24,22000,40000,12000,45000,0,20000,0,3,1,1,3,2,1,3,3,3,1,1,1,1,2,1,3,1,2,3,1,2,1,1,3,2,3,3,3,1,5,1,-0.297745225989424,-0.381860725363475,0,1,0,0,1,NA,-0.394482458291241,0.0671351293959286,-0.290113759352926,-0.585108354367244,-0.518746178759342,-0.432913783619299,0.157843111564132,-0.223014046349532,-0.320392057689745,0.195215984726114,-0.412157587808892,-0.161447104139084,-0.563484739101683,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
548708182,"8853ddfc-d02e-4741-9095-31230818029a",2023-07-19 20:35:50,2023-07-19 20:56:08,1218,"complete","2274b91b8d04dd67",1,2,68,7,5,13,2,NA,".",2,NA,5,3,4,4,4,4,2,4,2,4,1,2,2,3,4,2,3,4,1,NA,".",1,0,1,0,0,2,3,3,1,4,1,3,2,4,3,5,5,4,4,5,4,4,4,3,5,4,4,3,4,3,2,2,3,3,3,3,1,1,3,2,2,2,5,2,2,4,2,3,3,3,2,"Consumismo",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,7,4,1,NA,".",6,1,5,1,1,2,1,2,2,2,2,2,1,1,68,68,2,12,0,1,1,0,0,1,1,0,2e+05,3,1,NA,2,NA,NA,NA,NA,NA,NA,1,3,2,10000,20000,250000,0,1e+05,0,50000,0,2,3,3,3,3,1,3,1,3,1,1,1,2,3,1,2,3,3,3,3,1,3,3,1,3,2,2,2,3,3,4,-0.267277693825265,-0.354459542355918,1,1,0,1,0,1,0.285845291540211,0.35934298888227,0.932746732961627,-0.182027665605718,0.183264074727759,0.0601437233487619,-0.257257729125808,-0.278790343968735,0.286218325668015,0.270128252082178,0.0569392941764698,0.454615011334892,0.231993861033242,"No Déficit (Ahorro/Equilibrio)","No Déficit (Ahorro/Equilibrio)"
